time,usage
2022-06-04 19:34:08,0.5
2022-06-04 19:34:07,0.75188
2022-06-04 19:34:06,11.33
2022-06-04 19:34:05,0.5
2022-06-04 19:34:04,0.75
2022-06-04 19:34:03,0.74813
2022-06-04 19:34:02,0.502513
2022-06-04 19:34:01,0.250627
2022-06-04 19:34:00,0.75
2022-06-04 19:33:59,0
2022-06-04 19:33:58,0.75188
2022-06-04 19:33:57,0.5
2022-06-04 19:33:56,0.250627
2022-06-04 19:33:55,0.75
2022-06-04 19:33:54,0.251256
2022-06-04 19:33:53,0.997506
2022-06-04 19:33:52,0.251256
2022-06-04 19:33:51,0.997506
2022-06-04 19:33:50,0.251256
2022-06-04 19:33:49,0.251256
2022-06-04 19:33:48,0.75
2022-06-04 19:33:47,0.250627
2022-06-04 19:33:46,0.5
2022-06-04 19:33:45,0.75188
2022-06-04 19:33:44,0.501253
2022-06-04 19:33:43,0.250627
2022-06-04 19:33:42,0.75
2022-06-04 19:33:41,0.250627
2022-06-04 19:33:40,0.997506
2022-06-04 19:33:39,0.75
2022-06-04 19:33:38,0.501253
2022-06-04 19:33:37,0.501253
2022-06-04 19:33:36,1.00251
2022-06-04 19:33:35,0.501253
2022-06-04 19:33:34,0.250627
2022-06-04 19:33:33,0.997506
2022-06-04 19:33:32,0.250627
2022-06-04 19:33:31,0
2022-06-04 19:33:30,0.997506
2022-06-04 19:33:29,0.502513
2022-06-04 19:33:28,0.5
2022-06-04 19:33:27,0.501253
2022-06-04 19:33:26,0.250627
2022-06-04 19:33:25,0.501253
2022-06-04 19:33:24,2.25564
2022-06-04 19:33:23,0.75
2022-06-04 19:33:22,0
2022-06-04 19:33:21,0.75
2022-06-04 19:33:20,0.5
2022-06-04 19:33:19,0.75188
2022-06-04 19:33:18,2.49377
2022-06-04 19:33:17,0.250627
2022-06-04 19:33:16,0.501253
2022-06-04 19:33:15,0.251256
2022-06-04 19:33:14,0.75
2022-06-04 19:33:13,3.51759
2022-06-04 19:33:12,0.74813
2022-06-04 19:33:11,0.75188
2022-06-04 19:33:10,0.5
2022-06-04 19:33:09,1.00251
2022-06-04 19:33:08,3.76884
2022-06-04 19:33:07,0.250627
2022-06-04 19:33:06,0.502513
2022-06-04 19:33:05,0.75
2022-06-04 19:33:04,0.503778
2022-06-04 19:33:03,0.501253
2022-06-04 19:33:02,0.75188
2022-06-04 19:33:01,0.5
2022-06-04 19:33:00,0.501253
2022-06-04 19:32:59,0.251889
2022-06-04 19:32:58,0.75
2022-06-04 19:32:57,1
2022-06-04 19:32:56,0.75188
2022-06-04 19:32:55,1.76322
2022-06-04 19:32:54,30.5085
2022-06-04 19:32:53,29.2383
2022-06-04 19:32:52,58.7654
2022-06-04 19:32:51,55.3398
2022-06-04 19:32:50,54.2289
2022-06-04 19:32:49,53.9604
2022-06-04 19:32:48,69.5214
2022-06-04 19:32:47,77.8894
2022-06-04 19:32:46,77.25
2022-06-04 19:32:45,78.3042
2022-06-04 19:32:44,78.392
2022-06-04 19:32:43,83.3333
2022-06-04 19:32:42,80.7018
2022-06-04 19:32:41,77.6942
2022-06-04 19:32:40,84.5771
2022-06-04 19:32:39,85.8209
2022-06-04 19:32:38,80.597
2022-06-04 19:32:37,84.8867
2022-06-04 19:32:36,75.8025
2022-06-04 19:32:35,89.9749
2022-06-04 19:32:34,80.6533
2022-06-04 19:32:33,85.1117
2022-06-04 19:32:32,63.8191
2022-06-04 19:32:31,92.7681
2022-06-04 19:32:30,87.5931
2022-06-04 19:32:29,68.7345
2022-06-04 19:32:28,87
2022-06-04 19:32:27,84.0399
2022-06-04 19:32:26,84.0796
2022-06-04 19:32:25,78.1638
2022-06-04 19:32:24,83.2918
2022-06-04 19:32:23,87.0968
2022-06-04 19:32:22,74.2647
2022-06-04 19:32:21,86.8486
2022-06-04 19:32:20,82.75
2022-06-04 19:32:19,70.4715
2022-06-04 19:32:18,92.9648
2022-06-04 19:32:17,83.3747
2022-06-04 19:32:16,87.931
2022-06-04 19:32:15,75.188
2022-06-04 19:32:14,85.8209
2022-06-04 19:32:13,84.3672
2022-06-04 19:32:12,68
2022-06-04 19:32:11,90.5
2022-06-04 19:32:10,83.1683
2022-06-04 19:32:09,85.4637
2022-06-04 19:32:08,81.2808
2022-06-04 19:32:07,86.0697
2022-06-04 19:32:06,83.9286
2022-06-04 19:32:05,77.6699
2022-06-04 19:32:04,89.4737
2022-06-04 19:32:03,83.5
2022-06-04 19:32:02,75.4386
2022-06-04 19:32:01,87.9397
2022-06-04 19:32:00,85.5037
2022-06-04 19:31:59,83.1658
2022-06-04 19:31:58,79.602
2022-06-04 19:31:57,84.6535
2022-06-04 19:31:56,85.7143
2022-06-04 19:31:55,65.8354
2022-06-04 19:31:54,93.3002
2022-06-04 19:31:53,87.6847
2022-06-04 19:31:52,85.8561
2022-06-04 19:31:51,66.8329
2022-06-04 19:31:50,96.2779
2022-06-04 19:31:49,83.0424
2022-06-04 19:31:48,78.2278
2022-06-04 19:31:47,78.2828
2022-06-04 19:31:46,88.1188
2022-06-04 19:31:45,84.4059
2022-06-04 19:31:44,82.2943
2022-06-04 19:31:43,82.3383
2022-06-04 19:31:42,78.75
2022-06-04 19:31:41,78.1407
2022-06-04 19:31:40,78.1955
2022-06-04 19:31:39,77.5819
2022-06-04 19:31:38,77.5819
2022-06-04 19:31:37,77.75
2022-06-04 19:31:36,78.117
2022-06-04 19:31:35,78.1638
2022-06-04 19:31:34,77.5819
2022-06-04 19:31:33,69.25
2022-06-04 19:31:32,87.0647
2022-06-04 19:31:31,83.7905
2022-06-04 19:31:30,78.5714
2022-06-04 19:31:29,74.3719
2022-06-04 19:31:28,89.5782
2022-06-04 19:31:27,81.6377
2022-06-04 19:31:26,64.3392
2022-06-04 19:31:25,90.75
2022-06-04 19:31:24,85.2868
2022-06-04 19:31:23,66.1654
2022-06-04 19:31:22,89.4207
2022-06-04 19:31:21,85.396
2022-06-04 19:31:20,86.0697
2022-06-04 19:31:19,77.4752
2022-06-04 19:31:18,81.5
2022-06-04 19:31:17,85.7843
2022-06-04 19:31:16,83.8791
2022-06-04 19:31:15,84.2893
2022-06-04 19:31:14,58.7654
2022-06-04 19:31:13,97.4937
2022-06-04 19:31:12,87.75
2022-06-04 19:31:11,70.1235
2022-06-04 19:31:10,94.2786
2022-06-04 19:31:09,78.4504
2022-06-04 19:31:08,74.1855
2022-06-04 19:31:07,90.2985
2022-06-04 19:31:06,84.1076
2022-06-04 19:31:05,76.3682
2022-06-04 19:31:04,72.4138
2022-06-04 19:31:03,78.7129
2022-06-04 19:31:02,79.5511
2022-06-04 19:31:01,75.3056
2022-06-04 19:31:00,68.408
2022-06-04 19:30:59,92.9648
2022-06-04 19:30:58,84.2752
2022-06-04 19:30:57,73.6453
2022-06-04 19:30:56,89.6725
2022-06-04 19:30:55,83.5821
2022-06-04 19:30:54,86.7168
2022-06-04 19:30:53,81.6377
2022-06-04 19:30:52,83.5821
2022-06-04 19:30:51,82.8715
2022-06-04 19:30:50,87.715
2022-06-04 19:30:49,86.1042
2022-06-04 19:30:48,78.5
2022-06-04 19:30:47,88.9169
2022-06-04 19:30:46,82.7586
2022-06-04 19:30:45,85.3234
2022-06-04 19:30:44,86.0697
2022-06-04 19:30:43,71.6049
2022-06-04 19:30:42,91.5633
2022-06-04 19:30:41,82.0449
2022-06-04 19:30:40,82.5871
2022-06-04 19:30:39,77.4194
2022-06-04 19:30:38,84.5
2022-06-04 19:30:37,61.6541
2022-06-04 19:30:36,95.7286
2022-06-04 19:30:35,86.9458
2022-06-04 19:30:34,83.5411
2022-06-04 19:30:33,72.818
2022-06-04 19:30:32,88.5856
2022-06-04 19:30:31,83.0808
2022-06-04 19:30:30,65.3465
2022-06-04 19:30:29,91.2718
2022-06-04 19:30:28,73.8916
2022-06-04 19:30:27,89.5
2022-06-04 19:30:26,85
2022-06-04 19:30:25,77.3399
2022-06-04 19:30:24,88.4712
2022-06-04 19:30:23,85.8561
2022-06-04 19:30:22,67.9198
2022-06-04 19:30:21,88.5287
2022-06-04 19:30:20,84.1709
2022-06-04 19:30:19,73.6973
2022-06-04 19:30:18,85.75
2022-06-04 19:30:17,84.8635
2022-06-04 19:30:16,84.3672
2022-06-04 19:30:15,72.0988
2022-06-04 19:30:14,89.0819
2022-06-04 19:30:13,55.665
2022-06-04 19:30:12,94.2211
2022-06-04 19:30:11,89.9756
2022-06-04 19:30:10,75.5051
2022-06-04 19:30:09,95.0125
