time,usage
2022-06-22 18:13:55,8.5213
2022-06-22 18:13:54,1.98511
2022-06-22 18:13:53,1.75
2022-06-22 18:13:52,53.317
2022-06-22 18:13:51,97.7556
2022-06-22 18:13:50,90.4762
2022-06-22 18:13:49,97.995
2022-06-22 18:13:48,98.2278
2022-06-22 18:13:47,97.75
2022-06-22 18:13:46,98.2544
2022-06-22 18:13:45,97.9695
2022-06-22 18:13:44,97.75
2022-06-22 18:13:43,98.4849
2022-06-22 18:13:42,98.005
2022-06-22 18:13:41,98.4962
2022-06-22 18:13:40,89.8263
2022-06-22 18:13:39,98.5037
2022-06-22 18:13:38,98.2456
2022-06-22 18:13:37,98.005
2022-06-22 18:13:36,98.0198
2022-06-22 18:13:35,98.2234
2022-06-22 18:13:34,97.9849
2022-06-22 18:13:33,98.5037
2022-06-22 18:13:32,97.5062
2022-06-22 18:13:31,98.4925
2022-06-22 18:13:30,95.6962
2022-06-22 18:13:29,98.4925
2022-06-22 18:13:28,98.9899
2022-06-22 18:13:27,95.5112
2022-06-22 18:13:26,93.199
2022-06-22 18:13:25,98.4962
2022-06-22 18:13:24,97.4874
2022-06-22 18:13:23,97.75
2022-06-22 18:13:22,98
2022-06-22 18:13:21,95.2141
2022-06-22 18:13:20,90.5
2022-06-22 18:13:19,98.2412
2022-06-22 18:13:18,96.9466
2022-06-22 18:13:17,98.4925
2022-06-22 18:13:16,97.99
2022-06-22 18:13:15,97.733
2022-06-22 18:13:14,99
2022-06-22 18:13:13,96.9697
2022-06-22 18:13:12,97.4811
2022-06-22 18:13:11,98.75
2022-06-22 18:13:10,96.7254
2022-06-22 18:13:09,97.733
2022-06-22 18:13:08,98.25
2022-06-22 18:13:07,98.0198
2022-06-22 18:13:06,97.733
2022-06-22 18:13:05,99.25
2022-06-22 18:13:04,97.995
2022-06-22 18:13:03,97.75
2022-06-22 18:13:02,97.4684
2022-06-22 18:13:01,98.0099
2022-06-22 18:13:00,91.7085
2022-06-22 18:12:59,97.733
2022-06-22 18:12:58,99
2022-06-22 18:12:57,90.0498
2022-06-22 18:12:56,98.4962
2022-06-22 18:12:55,98.4887
2022-06-22 18:12:54,97.7556
2022-06-22 18:12:53,95.99
2022-06-22 18:12:52,98.75
2022-06-22 18:12:51,97.7444
2022-06-22 18:12:50,96.4557
2022-06-22 18:12:49,98.9924
2022-06-22 18:12:48,98.5075
2022-06-22 18:12:47,96.4467
2022-06-22 18:12:46,98.2456
2022-06-22 18:12:45,94
2022-06-22 18:12:44,94.9495
2022-06-22 18:12:43,97.7444
2022-06-22 18:12:42,98.9975
2022-06-22 18:12:41,96.4467
2022-06-22 18:12:40,97.4811
2022-06-22 18:12:39,99.2462
2022-06-22 18:12:38,89.9244
2022-06-22 18:12:37,97.4748
2022-06-22 18:12:36,99.2481
2022-06-22 18:12:35,97.2222
2022-06-22 18:12:34,89.7243
2022-06-22 18:12:33,98.7437
2022-06-22 18:12:32,98.2456
2022-06-22 18:12:31,96.7089
2022-06-22 18:12:30,96.4735
2022-06-22 18:12:29,97.995
2022-06-22 18:12:28,96.7254
2022-06-22 18:12:27,97.9849
2022-06-22 18:12:26,98.7406
2022-06-22 18:12:25,96.7419
2022-06-22 18:12:24,96.9773
2022-06-22 18:12:23,98.4962
2022-06-22 18:12:22,87.715
2022-06-22 18:12:21,97.2569
2022-06-22 18:12:20,98.2323
2022-06-22 18:12:19,98.2456
2022-06-22 18:12:18,88.4712
2022-06-22 18:12:17,99.005
2022-06-22 18:12:16,99.2443
2022-06-22 18:12:15,88.8608
2022-06-22 18:12:14,99.5012
2022-06-22 18:12:13,98.9975
2022-06-22 18:12:12,94.1919
2022-06-22 18:12:11,98.731
2022-06-22 18:12:10,97.7387
2022-06-22 18:12:09,98.2368
2022-06-22 18:12:08,94.9875
2022-06-22 18:12:07,99.2556
2022-06-22 18:12:06,99.4949
2022-06-22 18:12:05,90.1515
2022-06-22 18:12:04,97.561
2022-06-22 18:12:03,98.2412
2022-06-22 18:12:02,99.25
2022-06-22 18:12:01,78.0549
2022-06-22 18:12:00,59.8997
2022-06-22 18:11:59,67.0077
2022-06-22 18:11:58,3.23383
2022-06-22 18:11:57,0.75
2022-06-22 18:11:56,1.00251
2022-06-22 18:11:55,1.24688
2022-06-22 18:11:54,1
2022-06-22 18:11:53,0.75188
2022-06-22 18:11:52,1.74564
2022-06-22 18:11:51,1.75439
2022-06-22 18:11:50,32.5758
2022-06-22 18:11:49,56.0794
2022-06-22 18:11:48,35.8209
2022-06-22 18:11:47,46.3659
2022-06-22 18:11:46,40
2022-06-22 18:11:45,52.7228
2022-06-22 18:11:44,26.972
2022-06-22 18:11:43,27.5
2022-06-22 18:11:42,1.49626
2022-06-22 18:11:41,1.00251
2022-06-22 18:11:40,0.75188
2022-06-22 18:11:39,1.24688
2022-06-22 18:11:38,0.75188
2022-06-22 18:11:37,0.75
2022-06-22 18:11:36,0.75
2022-06-22 18:11:35,0.75188
2022-06-22 18:11:34,1
2022-06-22 18:11:33,0.501253
2022-06-22 18:11:32,1
2022-06-22 18:11:31,0.753769
2022-06-22 18:11:30,0.75188
2022-06-22 18:11:29,0.75
2022-06-22 18:11:28,1.74564
2022-06-22 18:11:27,0.74813
2022-06-22 18:11:26,0.753769
2022-06-22 18:11:25,1.73697
