time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2022-07-03 11:25:55,0,0,0,0,0,0,0.25,0.25,0
2022-07-03 11:25:54,0,0,0,0,0,0,0.2506266,0.2506266,0
2022-07-03 11:25:53,0,0,0.255102,1.0204082,0,8.163265,10.969388,0.5102041,5.867347
2022-07-03 11:25:52,0,0,0.2631579,0.7894737,0,10.789474,10,0,11.578947
2022-07-03 11:25:51,0,0,0,0.8,0,11.466667,7.733333,0.2666667,7.466667
2022-07-03 11:25:50,0,0,0.2531646,1.2658228,0,12.911392,10.126582,0.5063291,3.291139
2022-07-03 11:25:49,0,0,0.2439024,0.9756098,0,13.902439,11.95122,0.7317073,1.4634146
2022-07-03 11:25:48,0,0,0.5263158,0.2631579,0,10,11.052632,0.2631579,2.894737
2022-07-03 11:25:47,0,0,0.5076142,0.7614213,0,13.19797,10.406091,0.5076142,4.568528
2022-07-03 11:25:46,0,0,0.2659574,0.7978723,0,9.308511,10.37234,0.5319149,5.585106
2022-07-03 11:25:45,0,0,0.5235602,0.7853403,0,11.256545,10.209424,0,3.926702
2022-07-03 11:25:44,0,0,0.2590674,0.7772021,0,11.917098,9.585492,0.2590674,1.5544041
2022-07-03 11:25:43,0,0,0.2544529,0.7633588,0,12.722646,10.43257,0.2544529,10.687023
2022-07-03 11:25:42,0,0,0.2506266,1.0025063,0,12.781955,11.027569,0.5012531,5.764411
2022-07-03 11:25:41,0,0,0.2564103,0.7692308,0,12.820513,9.74359,0,3.846154
2022-07-03 11:25:40,0,0,0.2564103,1.025641,0,12.051282,10.769231,0.2564103,6.410256
2022-07-03 11:25:39,0,0,0.2610966,0.7832898,0,9.921671,10.966057,0.5221932,4.960836
2022-07-03 11:25:38,0,0,0,0.7614213,0,13.19797,10.152284,0.2538071,10.659898
2022-07-03 11:25:37,0,0,0.2631579,0.5263158,0,12.105263,9.210526,0.2631579,4.736842
2022-07-03 11:25:36,0,0,0,0.7731959,0,11.082474,10.824742,0.257732,5.412371
2022-07-03 11:25:35,0,0,0.2610966,0.5221932,0,11.488251,9.921671,0,9.399478
2022-07-03 11:25:34,0,0,0,0.7894737,0,11.315789,8.947368,0.5263158,7.105263
2022-07-03 11:25:33,0,0,0.265252,0.530504,0,11.405836,8.222812,0.265252,2.387268
2022-07-03 11:25:32,0,0,0.4878049,0.9756098,0,13.658537,12.195122,0.2439024,3.170732
2022-07-03 11:25:31,0,0,0,0,0,10.781671,8.625337,0.2695418,4.312668
2022-07-03 11:25:30,0,0,0.2617801,0.7853403,0,10.209424,10.994764,0.2617801,2.356021
2022-07-03 11:25:29,0,0,0.2444988,1.2224939,0,14.180929,11.98044,0,7.334963
2022-07-03 11:25:28,0,0,0.2610966,0.7832898,0,10.704961,10.182768,0.5221932,10.443864
2022-07-03 11:25:27,0,0,0,0.257732,0,12.371134,10.309278,0.5154639,12.371134
2022-07-03 11:25:26,0,0,0,1.2437811,0,13.930348,10.447761,0.4975124,6.218905
2022-07-03 11:25:25,0,0,0.2583979,1.0335917,0,9.819121,11.627907,0.5167959,4.909561
2022-07-03 11:25:24,0,0,0,0.7853403,0,10.209424,10.732984,0.5235602,6.806283
2022-07-03 11:25:23,0,0,0.2525253,1.010101,0,12.626263,11.111111,0.2525253,7.828283
2022-07-03 11:25:22,0,0,0,0.5376344,0,9.408602,10.215054,0.2688172,6.989247
2022-07-03 11:25:21,0,0,0.4914005,0.2457002,0,14.004914,12.039312,0.4914005,9.336609
2022-07-03 11:25:20,0,0,0,0.2666667,0,9.6,10.933333,0.2666667,6.133333
2022-07-03 11:25:19,0,0,0.2645503,0.5291005,0,11.111111,9.78836,0.2645503,7.936508
2022-07-03 11:25:18,0,0,0,0.25,0,13.5,12.75,0.25,8.25
2022-07-03 11:25:17,0,0,0.4975124,0.9950249,0,13.432836,11.691542,0.2487562,5.472637
2022-07-03 11:25:16,0,0,0,0.5089059,0,12.21374,10.941476,0.5089059,9.160305
2022-07-03 11:25:15,0,0,0.5235602,0.2617801,0,11.256545,10.732984,0.2617801,5.497382
2022-07-03 11:25:14,0,0,0.2617801,0.5235602,0,10.994764,9.947644,0.5235602,9.947644
2022-07-03 11:25:13,0,0,0,0.4975124,0,13.930348,11.691542,0.2487562,6.965174
2022-07-03 11:25:12,0,0,0.5263158,0,0,11.842105,10.263158,0,2.631579
2022-07-03 11:25:11,0,0,0,0.5208333,0,11.197917,10.677083,0.2604167,4.6875
2022-07-03 11:25:10,0,0,0.5181347,0.5181347,0,12.176166,10.621762,0.2590674,4.92228
2022-07-03 11:25:09,0,0,0.257732,0.5154639,0,11.082474,11.340206,0.5154639,14.175258
2022-07-03 11:25:08,0,0,0.2525253,0.5050505,0,12.626263,11.363636,0.2525253,7.323232
