time,usage
2022-06-22 13:02:16,5.8207
2022-06-22 13:02:17,7.35203
2022-06-22 13:02:18,43.0436
2022-06-22 13:02:19,36.5482
2022-06-22 13:02:20,30.2347
2022-06-22 13:02:21,30.1546
2022-06-22 13:02:22,29.2556
2022-06-22 13:02:23,27.8639
2022-06-22 13:02:24,30.1085
2022-06-22 13:02:25,33.2844
2022-06-22 13:02:26,29.6003
2022-06-22 13:02:27,30.4502
2022-06-22 13:02:28,32.2537
2022-06-22 13:02:29,26.031
2022-06-22 13:02:30,30.6249
2022-06-22 13:02:31,29.0801
2022-06-22 13:02:32,35.3203
2022-06-22 13:02:33,32.4724
2022-06-22 13:02:34,33.2742
2022-06-22 13:02:35,29.7392
2022-06-22 13:02:36,32.8097
2022-06-22 13:02:37,30.8233
2022-06-22 13:02:38,29.7962
2022-06-22 13:02:39,29.1886
2022-06-22 13:02:40,31.4721
2022-06-22 13:02:41,34.0109
2022-06-22 13:02:42,32.6303
2022-06-22 13:02:43,28.7628
2022-06-22 13:02:44,30.5703
2022-06-22 13:02:45,31.8449
2022-06-22 13:02:46,29.8047
2022-06-22 13:02:47,31.0271
2022-06-22 13:02:48,33.2764
2022-06-22 13:02:49,28.4514
2022-06-22 13:02:50,28.735
2022-06-22 13:02:51,28.4599
2022-06-22 13:02:52,34.5929
2022-06-22 13:02:53,32.4504
2022-06-22 13:02:54,31.7753
2022-06-22 13:02:55,31.24
2022-06-22 13:02:56,31.5619
2022-06-22 13:02:57,32.5777
2022-06-22 13:02:58,33.7999
2022-06-22 13:02:59,33.1185
2022-06-22 13:03:00,32.0028
2022-06-22 13:03:01,32.3956
2022-06-22 13:03:02,22.0278
2022-06-22 13:03:03,0.400377
2022-06-22 13:03:04,0.597764
