time,usage
2022-04-26 17:20:40,0.626566
2022-04-26 17:20:39,1.25
2022-04-26 17:20:38,8.73908
2022-04-26 17:20:37,19.7236
2022-04-26 17:20:36,6.64994
2022-04-26 17:20:35,13.4085
2022-04-26 17:20:34,0.250627
2022-04-26 17:20:33,3.51317
2022-04-26 17:20:32,2.52207
2022-04-26 17:20:31,0.752823
2022-04-26 17:20:30,0.75188
2022-04-26 17:20:29,0.376884
2022-04-26 17:20:28,3.00375
2022-04-26 17:20:27,0.125471
2022-04-26 17:20:26,0.501253
2022-04-26 17:20:25,0.628931
2022-04-26 17:20:24,17.7945
2022-04-26 17:20:23,32.2181
2022-04-26 17:20:22,21.6625
2022-04-26 17:20:21,30.3639
2022-04-26 17:20:20,35.0438
2022-04-26 17:20:19,26.6583
2022-04-26 17:20:18,32
2022-04-26 17:20:17,9.60809
2022-04-26 17:20:16,1.375
2022-04-26 17:20:15,1.25313
2022-04-26 17:20:14,1.62703
2022-04-26 17:20:13,0.62422
2022-04-26 17:20:12,0.37594
2022-04-26 17:20:11,21.118
2022-04-26 17:20:10,1.25313
2022-04-26 17:20:09,0.37594
2022-04-26 17:20:08,0.250627
2022-04-26 17:20:07,5.86035
2022-04-26 17:20:06,30.3371
2022-04-26 17:20:05,33.4165
2022-04-26 17:20:04,25.188
2022-04-26 17:20:03,19.1489
2022-04-26 17:20:02,12.6566
2022-04-26 17:20:01,12.5313
2022-04-26 17:20:00,5.13784
2022-04-26 17:19:59,4.14573
2022-04-26 17:19:58,5.38847
2022-04-26 17:19:57,11.625
2022-04-26 17:19:56,24.4694
2022-04-26 17:19:55,23.625
2022-04-26 17:19:54,21.3384
2022-04-26 17:19:53,13.9706
2022-04-26 17:19:52,0.375469
