time,usage
2022-04-26 12:56:06,7.86318
2022-04-26 12:56:07,0.653648
2022-04-26 12:56:08,0.651381
2022-04-26 12:56:09,1.69877
2022-04-26 12:56:10,9.41627
2022-04-26 12:56:11,8.87955
2022-04-26 12:56:12,12.3731
2022-04-26 12:56:13,11.8212
2022-04-26 12:56:14,5.42575
2022-04-26 12:56:15,0.75163
2022-04-26 12:56:16,30.224
2022-04-26 12:56:17,94.2814
2022-04-26 12:56:18,99.3979
2022-04-26 12:56:19,99.0925
2022-04-26 12:56:20,99.7504
2022-04-26 12:56:21,99.7497
2022-04-26 12:56:22,99.9502
2022-04-26 12:56:23,100
2022-04-26 12:56:24,100
2022-04-26 12:56:25,100
2022-04-26 12:56:26,100
2022-04-26 12:56:27,100
2022-04-26 12:56:28,100
2022-04-26 12:56:29,100
2022-04-26 12:56:30,100
2022-04-26 12:56:31,100
2022-04-26 12:56:32,100
2022-04-26 12:56:33,100
2022-04-26 12:56:34,100
2022-04-26 12:56:35,99.9501
2022-04-26 12:56:36,99.95
2022-04-26 12:56:37,100
2022-04-26 12:56:38,100
2022-04-26 12:56:39,100
2022-04-26 12:56:40,100
2022-04-26 12:56:41,100
2022-04-26 12:56:42,100
2022-04-26 12:56:43,100
2022-04-26 12:56:44,100
2022-04-26 12:56:45,100
2022-04-26 12:56:46,100
2022-04-26 12:56:47,100
2022-04-26 12:56:48,100
2022-04-26 12:56:49,100
2022-04-26 12:56:50,99.9
2022-04-26 12:56:51,100
2022-04-26 12:56:52,100
2022-04-26 12:56:53,100
2022-04-26 12:56:54,100
2022-04-26 12:56:55,100
2022-04-26 12:56:56,100
2022-04-26 12:56:57,100
2022-04-26 12:56:58,100
2022-04-26 12:56:59,100
2022-04-26 12:57:00,100
2022-04-26 12:57:01,100
2022-04-26 12:57:02,100
2022-04-26 12:57:03,100
2022-04-26 12:57:04,100
2022-04-26 12:57:05,100
2022-04-26 12:57:06,100
2022-04-26 12:57:07,100
2022-04-26 12:57:08,99.95
2022-04-26 12:57:09,100
2022-04-26 12:57:10,100
2022-04-26 12:57:11,100
2022-04-26 12:57:12,100
2022-04-26 12:57:13,100
2022-04-26 12:57:14,100
2022-04-26 12:57:15,100
2022-04-26 12:57:16,100
2022-04-26 12:57:17,99.9
2022-04-26 12:57:18,99.9496
2022-04-26 12:57:19,100
2022-04-26 12:57:20,100
2022-04-26 12:57:21,100
2022-04-26 12:57:22,100
2022-04-26 12:57:23,100
2022-04-26 12:57:24,99.9505
2022-04-26 12:57:25,95.9801
