time,usage
2022-07-03 21:17:50,1.87032
2022-07-03 21:17:49,1.49626
2022-07-03 21:17:48,12.2475
2022-07-03 21:17:47,8.31234
2022-07-03 21:17:46,20.5031
2022-07-03 21:17:45,20.4005
2022-07-03 21:17:44,0.749064
2022-07-03 21:17:43,0.501882
2022-07-03 21:17:42,1.125
2022-07-03 21:17:41,0.75
2022-07-03 21:17:40,0.873907
2022-07-03 21:17:39,0.626566
2022-07-03 21:17:38,0.749064
2022-07-03 21:17:37,0.625782
2022-07-03 21:17:36,0.625
2022-07-03 21:17:35,0.998751
2022-07-03 21:17:34,0.625782
2022-07-03 21:17:33,0.750939
2022-07-03 21:17:32,0.501882
2022-07-03 21:17:31,0.749064
2022-07-03 21:17:30,0.501253
2022-07-03 21:17:29,0.873908
2022-07-03 21:17:28,0.752823
2022-07-03 21:17:27,0.625
2022-07-03 21:17:26,0.74813
2022-07-03 21:17:25,0.501253
2022-07-03 21:17:24,0.500626
2022-07-03 21:17:23,0.75
2022-07-03 21:17:22,0.997506
2022-07-03 21:17:21,0.376412
2022-07-03 21:17:20,0.501253
2022-07-03 21:17:19,0.873908
2022-07-03 21:17:18,0.749064
2022-07-03 21:17:17,0.75188
2022-07-03 21:17:16,0.625
2022-07-03 21:17:15,0.75
2022-07-03 21:17:14,0.75
2022-07-03 21:17:13,1.00251
2022-07-03 21:17:12,0.75
2022-07-03 21:17:11,0.501253
2022-07-03 21:17:10,0.873908
2022-07-03 21:17:09,1.74782
2022-07-03 21:17:08,0.75
2022-07-03 21:17:07,0.625782
2022-07-03 21:17:06,0.875
2022-07-03 21:17:05,0.75
2022-07-03 21:17:04,0.625782
2022-07-03 21:17:03,0.75
2022-07-03 21:17:02,0.998751
2022-07-03 21:17:01,0.626566
2022-07-03 21:17:00,0.625782
2022-07-03 21:16:59,1
2022-07-03 21:16:58,0.876095
2022-07-03 21:16:57,0.501253
2022-07-03 21:16:56,1.1236
2022-07-03 21:16:55,0.625782
2022-07-03 21:16:54,0.749064
2022-07-03 21:16:53,0.625782
2022-07-03 21:16:52,0.625782
2022-07-03 21:16:51,0.75
2022-07-03 21:16:50,0.75
2022-07-03 21:16:49,0.749064
2022-07-03 21:16:48,0.75
2022-07-03 21:16:47,0.627352
2022-07-03 21:16:46,0.997506
2022-07-03 21:16:45,0.625
2022-07-03 21:16:44,0.752823
2022-07-03 21:16:43,0.500626
2022-07-03 21:16:42,0.75
2022-07-03 21:16:41,1.00251
2022-07-03 21:16:40,1.1208
2022-07-03 21:16:39,0.75
2022-07-03 21:16:38,0.75
2022-07-03 21:16:37,0.501253
2022-07-03 21:16:36,0.500626
2022-07-03 21:16:35,1.125
2022-07-03 21:16:34,0.875
2022-07-03 21:16:33,0.625
2022-07-03 21:16:32,0.998751
2022-07-03 21:16:31,0.625782
2022-07-03 21:16:30,6.66667
2022-07-03 21:16:29,13.875
2022-07-03 21:16:28,0.872818
2022-07-03 21:16:27,0.873907
2022-07-03 21:16:26,0.625782
2022-07-03 21:16:25,1.49626
2022-07-03 21:16:24,0.500626
2022-07-03 21:16:23,0.501253
2022-07-03 21:16:22,0.75
2022-07-03 21:16:21,0.75
2022-07-03 21:16:20,0.750938
2022-07-03 21:16:19,0.626566
2022-07-03 21:16:18,0.749064
2022-07-03 21:16:17,0.501253
2022-07-03 21:16:16,0.625782
2022-07-03 21:16:15,1.1236
2022-07-03 21:16:14,0.625782
2022-07-03 21:16:13,0.625
2022-07-03 21:16:12,0.75
2022-07-03 21:16:11,0.75
2022-07-03 21:16:10,0.625782
2022-07-03 21:16:09,0.625782
2022-07-03 21:16:08,1.1236
2022-07-03 21:16:07,0.501253
2022-07-03 21:16:06,1.24533
2022-07-03 21:16:05,0.625782
2022-07-03 21:16:04,0.873908
2022-07-03 21:16:03,0.501253
2022-07-03 21:16:02,0.501253
2022-07-03 21:16:01,1
2022-07-03 21:16:00,0.625782
2022-07-03 21:15:59,0.75
2022-07-03 21:15:58,0.997506
2022-07-03 21:15:57,1.125
2022-07-03 21:15:56,1.25786
